Metadata.Timestamp,Metadata.Length,Metadata.CapLen,Ethernet.SrcMAC,Ethernet.DstMAC,Ethernet.EthernetType,Ethernet.Length,IPv4.IHL,IPv4.Protocol,IPv4.SrcIP,IPv4.DstIP,UDP.SrcPort,UDP.DstPort,UDP.Length,TCP.SrcPort,TCP.DstPort,TCP.Seq,TCP.Ack,TCP.DataOffset,TCP.FIN,TCP.SYN,TCP.RST,TCP.PSH,TCP.ACK,TCP.URG,Payload.Length,Payload.filter,Payload.tbd
1579296536821562,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253414742,2399481120,8,false,false,false,false,true,false,,,
1579296536822639,199,199,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253414742,2399481120,8,false,false,false,true,true,false,133,17:03:01:00:80:02:00:f3:63:,
1579296536827660,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399481120,4253414875,8,false,false,false,false,true,false,,,
1579296544658808,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.144.1,34169,5351(pcp),10,,,,,,,,,,,,2,00:00:,
1579296544658886,72,72,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,ICMPv4,192.168.144.1,192.168.144.25,,,,,,,,,,,,,,,30,45:00:00:1e:f3:3e:40:00:40:,
1579296552472615,471,471,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253414875,2399481120,8,false,false,false,true,true,false,405,17:03:01:01:90:c5:9f:d3:37:,
1579296552481115,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399481120,4253415280,8,false,false,false,false,true,false,,,
1579296554089367,423,423,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253415280,2399481120,8,false,false,false,true,true,false,357,17:03:01:01:60:89:5f:d2:5f:,
1579296554091611,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399481120,4253415637,8,false,false,false,false,true,false,,,
1579296554095319,396,396,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399481120,4253415637,8,false,false,false,true,true,false,330,17:03:01:00:20:e1:04:d4:1d:,
1579296554195456,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253415637,2399481450,8,false,false,false,false,true,false,,,
1579296554224593,423,423,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253415637,2399481450,8,false,false,false,true,true,false,357,17:03:01:01:60:cb:07:a1:51:,
1579296554264299,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399481450,4253415994,8,false,false,false,false,true,false,,,
1579296554272950,1514,1514,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399481450,4253415994,8,false,false,false,false,true,false,1448,17:03:01:00:20:5a:bb:af:b5:,
1579296554272967,212,212,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399482898,4253415994,8,false,false,false,true,true,false,146,3b:b7:01:3c:d3:e3:07:c5:6e:,
1579296554329264,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253415994,2399483044,8,false,false,false,false,true,false,,,
1579296554423987,583,583,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253415994,2399483044,8,false,false,false,true,true,false,517,17:03:01:02:00:54:f0:9f:4a:,
1579296554425759,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399483044,4253416511,8,false,false,false,false,true,false,,,
1579296554494108,396,396,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399483044,4253416511,8,false,false,false,true,true,false,330,17:03:01:00:20:8a:5e:21:e8:,
1579296554549954,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253416511,2399483374,8,false,false,false,false,true,false,,,
1579296554617809,423,423,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253416511,2399483374,8,false,false,false,true,true,false,357,17:03:01:01:60:91:22:d5:23:,
1579296554621443,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399483374,4253416868,8,false,false,false,false,true,false,,,
1579296554713463,1514,1514,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399483374,4253416868,8,false,false,false,false,true,false,1448,17:03:01:00:20:55:2d:7a:b0:,
1579296554720122,724,724,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399484822,4253416868,8,false,false,false,true,true,false,658,14:db:e5:e5:56:2e:61:cf:d9:,
1579296554769461,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253416868,2399484822,8,false,false,false,false,true,false,,,
1579296554776241,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253416868,2399485480,8,false,false,false,false,true,false,,,
1579296555329221,1514,1514,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253416868,2399485480,8,false,false,false,false,true,false,1448,17:03:01:0a:e0:3b:32:78:6f:,
1579296555329227,1407,1407,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253418316,2399485480,8,false,false,false,true,true,false,1341,56:a5:b1:11:c1:bb:20:cd:92:,
1579296555331092,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399485480,4253418316,8,false,false,false,false,true,false,,,
1579296555331127,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399485480,4253419657,8,false,false,false,false,true,false,,,
1579296555369507,1244,1244,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399485480,4253419657,8,false,false,false,true,true,false,1178,17:03:01:00:20:3c:5c:a5:05:,
1579296555426022,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253419657,2399486658,8,false,false,false,false,true,false,,,
1579296555431929,220,220,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399486658,4253419657,8,false,false,false,true,true,false,154,17:03:01:00:20:d8:41:84:a0:,
1579296555474673,62,62,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,3468(ttcmremotectrl),28,,,,,,,,,,,,20,00:01:00:00:21:12:a4:42:59:,
1579296555484550,1514,1514,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399486812,4253419657,8,false,false,false,false,true,false,1448,17:03:01:00:20:f0:01:18:1e:,
1579296555487884,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253419657,2399486812,8,false,false,false,false,true,false,,,
1579296555489871,606,606,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399488260,4253419657,8,false,false,false,true,true,false,540,a4:be:33:b3:b4:0f:d5:f6:75:,
1579296555497650,150,150,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,3468(ttcmremotectrl),38993,116,,,,,,,,,,,,108,01:01:00:58:21:12:a4:42:59:,
1579296555540895,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253419657,2399488260,8,false,false,false,false,true,false,,,
1579296555545663,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253419657,2399488800,8,false,false,false,false,true,false,,,
1579296555558969,1222,1222,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399488800,4253419657,8,false,false,false,true,true,false,1156,17:03:01:00:20:1e:b4:55:d8:,
1579296555615159,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253419657,2399489956,8,false,false,false,false,true,false,,,
1579296555750687,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.144.1,47949,5351(pcp),10,,,,,,,,,,,,2,00:00:,
1579296555750748,72,72,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,ICMPv4,192.168.144.1,192.168.144.25,,,,,,,,,,,,,,,30,45:00:00:1e:f7:93:40:00:40:,
1579296556228283,263,263,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253419657,2399489956,8,false,false,false,true,true,false,197,17:03:01:00:c0:49:5c:95:e5:,
1579296556231830,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399489956,4253419854,8,false,false,false,false,true,false,,,
1579296556297965,460,460,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253419854,2399489956,8,false,false,false,true,true,false,394,17:03:01:00:c0:fd:72:45:29:,
1579296556297985,460,460,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253420248,2399489956,8,false,false,false,true,true,false,394,17:03:01:00:c0:4a:e8:9a:9b:,
1579296556308663,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399489956,4253420248,8,false,false,false,false,true,false,,,
1579296556308698,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399489956,4253420642,8,false,false,false,false,true,false,,,
1579296557313282,679,679,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253420642,2399489956,8,false,false,false,true,true,false,613,17:03:01:02:60:38:7c:59:51:,
1579296557314561,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399489956,4253421255,8,false,false,false,false,true,false,,,
1579296557320081,220,220,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399489956,4253421255,8,false,false,false,true,true,false,154,17:03:01:00:20:3b:b8:fa:1d:,
1579296557376319,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253421255,2399490110,8,false,false,false,false,true,false,,,
1579296557377561,679,679,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253421255,2399490110,8,false,false,false,true,true,false,613,17:03:01:02:60:5b:ea:9d:71:,
1579296557397170,220,220,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399490110,4253421868,8,false,false,false,true,true,false,154,17:03:01:00:20:8a:77:8d:c8:,
1579296557437158,679,679,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253421868,2399490110,8,false,false,false,true,true,false,613,17:03:01:02:60:67:7e:be:67:,
1579296557437180,679,679,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253422481,2399490110,8,false,false,false,true,true,false,613,17:03:01:02:60:2d:2c:3b:1b:,
1579296557446819,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399490264,4253423094,8,false,false,false,false,true,false,,,
1579296557480080,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:55:,
1579296557495453,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253423094,2399490264,8,false,false,false,false,true,false,,,
1579296557497806,374,374,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399490264,4253423094,8,false,false,false,true,true,false,308,17:03:01:00:20:c5:ec:cf:68:,
1579296557518631,1292,1292,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253423094,2399490264,8,false,false,false,true,true,false,1226,17:03:01:02:60:22:ef:79:78:,
1579296557529584,42,42,dc:a6:32:00:00:00,00:16:6c:00:00:00,ARP,0,,,,,,,,,,,,,,,,,,,,,
1579296557531819,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,ARP,0,,,,,,,,,,,,,,,,,,,18,00:00:00:00:00:00:00:00:00:,
1579296557553490,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253424320,2399490572,8,false,false,false,false,true,false,,,
1579296557555104,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399490572,4253424320,8,false,false,false,false,true,false,,,
1579296557566682,374,374,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399490572,4253424320,8,false,false,false,true,true,false,308,17:03:01:00:20:46:66:ff:38:,
1579296557570825,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:75:,
1579296557623131,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253424320,2399490880,8,false,false,false,false,true,false,,,
1579296557671012,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:4a:,
1579296557762352,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:61:,
1579296557858282,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:65:,
1579296557952362,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:70:,
1579296558051515,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:51:,
1579296558152030,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:34:,
1579296558247452,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:78:,
1579296558349192,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:4b:,
1579296558436452,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:4c:,
1579296558535958,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:67:,
1579296558630584,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:48:,
1579296558726481,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:46:,
1579296558836880,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:4e:,
1579296558919299,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:73:,
1579296559016655,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:54:,
1579296559112294,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:42:,
1579296559207272,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:78:,
1579296559303371,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:41:,
1579296559399664,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:54:,
1579296559497057,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:66:,
1579296559599713,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:49:,
1579296559698344,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:74:,
1579296559786683,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:68:,
1579296559887675,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:44:,
1579296559981685,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:2b:,
1579296560076408,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:6d:,
1579296560173452,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:6a:,
1579296560271431,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:61:,
1579296560364675,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:70:,
1579296560466341,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:65:,
1579296560559153,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:39:,
1579296560608332,679,679,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253424320,2399490880,8,false,false,false,true,true,false,613,17:03:01:02:60:75:5a:fa:56:,
1579296560613406,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399490880,4253424933,8,false,false,false,false,true,false,,,
1579296560614081,220,220,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399490880,4253424933,8,false,false,false,true,true,false,154,17:03:01:00:20:70:49:c3:ad:,
1579296560663939,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:4f:,
1579296560669129,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253424933,2399491034,8,false,false,false,false,true,false,,,
1579296560732056,679,679,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253424933,2399491034,8,false,false,false,true,true,false,613,17:03:01:02:60:ea:46:1f:d3:,
1579296560739250,98,98,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49256,38993,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:34:,
1579296560739266,110,110,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49256,38993,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:4f:,
1579296560741376,220,220,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399491034,4253425546,8,false,false,false,true,true,false,154,17:03:01:00:20:73:87:69:6c:,
1579296560749430,110,110,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:34:,
1579296560754027,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:56:,
1579296560797138,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253425546,2399491188,8,false,false,false,false,true,false,,,
1579296561084803,106,106,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,72,,,,,,,,,,,,64,80:c8:00:06:47:6a:14:23:e1:,
1579296561086679,106,106,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,72,,,,,,,,,,,,64,80:c8:00:06:24:05:e4:4d:e1:,
1579296561140728,65,65,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,31,,,,,,,,,,,,23,80:61:75:ca:2c:5e:9d:af:47:,
1579296561145378,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,25,,,,,,,,,,,,17,80:61:75:cb:2c:5e:9d:af:47:,
1579296561145429,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:cc:2c:5e:9d:af:47:,
